customer_id,category,type,company_name,consignee,branch,trade_name,tin,phone,email,website,franchisee,credit_limit,payment_term,transaction_limit,commision_sharing,shipping_mode,price_type,status,sec_no,sales_executive
0000000346,Corporate,Professional,"Shear Design Salon",,Main,"Shear Design Salon",,"0919 6175460",,,No,no,COD,,,"Walk- In",Professional,Active,---,---
0000000347,Corporate,Professional,"Skin and Body Essence",,Main,"Skin and Body Essence",,"0918 3318800",,,No,no,COD,,,"Walk- In",Professional,Active,---,---
0000000348,Corporate,Professional,"Skin Caress",,Main,"Skin Caress",,"0917 8621000",,,No,no,COD,,,"Walk- In",Professional,Active,---,---
0000000349,Corporate,Professional,"Sleek Spa & Waxing Salon",,Main,"Sleek Spa & Waxing Salon",,"0917 5022447",,,No,no,COD,,,"Walk- In",Professional,Active,---,---
0000000350,Corporate,Professional,"Stay Polished",,Main,"Stay Polished",,,,,No,no,COD,,,"Walk- In",Professional,Active,---,---
0000000351,Corporate,Professional,"Steel Salon",,Main,"Steel Salon",,,,,No,no,COD,,,"Walk- In",Professional,Active,---,---
0000000352,Corporate,Professional,"Sweet Lime Salon",,Main,"Sweet Lime Salon",,,,,No,no,COD,,,"Walk- In",Professional,Active,---,---
0000000353,Corporate,Professional,"Tailored Tips Nail Spa",,Main,"Tailored Tips Nail Spa",,"0917 5401222","no email",,No,no,COD,,,"Walk- In",Professional,Active,---,---
0000000354,Corporate,Professional,"The Lil Nail Shop",,Main,"The Lil Nail Shop",,,,,No,no,COD,,,"Walk- In",Professional,Active,---,---
0000000355,Corporate,Professional,"The Wax Clinic",,Main,"The Wax Clinic",,,,,No,no,COD,,,"Walk- In",Professional,Active,---,---
0000000356,Corporate,Professional,"Thumb N Scissors Salon",,Main,"Thumb N Scissors Salon",,"0916 4378527",,,No,no,COD,,,"Walk- In",Professional,Active,---,---
0000000357,Corporate,Professional,"California Nails & Day Spa",,Main,"Tickled Pink Spa",,"0918 9632045 / 0917 8466791",californianails.bf.pergola@gmail.com,,No,no,COD,,,"Walk- In",Professional,Active,---,---
0000000358,Corporate,Professional,"Toetally Nail It",,Main,"Toetally Nail It",,,toetallynailit@yahoo.com,,No,no,COD,,,"Walk- In",Professional,Active,---,---
0000000359,Corporate,Professional,"Trimline Spa",,Main,"Trimline Spa",,,cute_jane222406@yahoo.com,,No,no,COD,,,"Walk- In",Professional,Active,---,---
0000000360,Corporate,Professional,"Urban Escape Spa & Nail Studio",,Main,"Urban Escape Spa & Nail Studio",,"0922 8002377",marilor06@yahoo.com,,No,no,COD,,,"Walk- In",Professional,Active,---,---
0000000361,Corporate,Professional,"Well Body Station",,Main,"Well Body Station",,,"no email",,No,no,COD,,,"Walk- In",Professional,Active,---,---
0000000362,Corporate,Professional,"WM Medical Spa",,Main,"WM Medical Spa",,,,,No,no,COD,,,"Walk- In",Professional,Active,---,---
0000000363,Corporate,Professional,"Youve Got Nail",,Main,"Youve Got Nail",,"0917 8382328",,,No,no,COD,,,"Walk- In",Professional,Active,---,---
0000000364,Corporate,Professional,"Youve Got Nail! Specialty Foot Spa & Premier Nail Salon Co.",No,"Sta. Rosa","Youve Got Nail Salon Co.",007-732-855-000,"0917 5878870",mregino@brent.edu.ph,N/A,No,No,COD,,,"Walk- In",Professional,Active,---,---
0000000365,Corporate,Professional,"Zeus Spa and Massage",,Main,"Zeus Spa and Massage",,,,,No,no,COD,,,"Walk- In",Professional,Active,---,---
0000000366,Corporate,Professional,"Zuri Salon & Wellness Spa",No,Main,"Zuri Salon & Wellness Spa",130-506-909-000,"0920 9279884 / 0922 8331472",,,No,No,COD,,,"Walk- In",Professional,Active,---,---
0000000367,Corporate,Professional,"Royal Barber",,Main,"Royal Barber",,,,,No,no,COD,,,"Walk- In",Professional,Active,---,---
0000000368,Corporate,Professional,"Glam Salon",No,Main,"Glam Salon",148-250-211-000,"0920 9246014",,,No,No,COD,,,ideliver101,Professional,Active,---,---
0000000369,Corporate,Professional,"Pondera Wellness Center",,Main,"Pondera Wellness Center",,"0917 8376372",,,No,no,COD,,,"Walk- In",Professional,Active,---,---
0000000370,Corporate,Professional,"Calix & Shin Salon",,Main,"Calix & Shin Salon",,"0917 6335168",,,No,no,COD,,,"Walk- In",Professional,Active,---,---
0000000371,Corporate,Professional,"Lapizlazuri Salon",,Main,"Lapizlazuri Salon",,,,,No,no,COD,,,"Walk- In",Professional,Active,---,---
0000000372,Corporate,Professional,"Acacia And Mayumi",,Main,"Acacia And Mayumi",,,,,No,no,COD,,,"Walk- In",Professional,Active,---,---
0000000373,Corporate,Professional,"Bianca Santos",,Main,"Bianca Santos",,"0917 3474541",biancasantosnailartdecals@gmail.com,,No,no,COD,,,"Walk- In",Professional,Active,---,---
0000000374,Corporate,Professional,"ETN Beauty Concept Inc.",No,Main,"ETN Beauty Concept Inc.",,,ella_nisceskinandface@yahoo.com,,No,No,COD,,,ideliver101,Professional,Active,---,---
0000000375,Corporate,Professional,"Henry Calayag Salon",,Main,"Henry Calayag Salon",,,,,No,no,COD,,,"Walk- In",Professional,Active,---,---
0000000376,Corporate,Professional,"Katherine Dela Calzada",,Main,"Katherine Dela Calzada",,"0932 9097448",,,No,no,COD,,,"Walk- In",Professional,Active,---,---
0000000377,Corporate,Professional,"Dra. Giselle L. Lazaro",Yes,Main,"Dra. Giselle L. Lazaro",,"0917 5230806",,,No,No,COD,,,"Walk- In",Professional,Active,---,---
0000000378,Corporate,Professional,"Angel Villa",,Main,"Angel Villa",,"0917 5230806",,,No,no,COD,,,"Walk- In",Professional,Active,---,---
0000000379,Corporate,Professional,"Anne Almuete",,Main,"Anne Almuete",,"0919 5732578",,,No,no,COD,,,"Walk- In",Professional,Active,---,---
0000000380,Corporate,Professional,"Catherine Dela Calzada",No,Main,"Catherine Dela Calzada",,"0917 8213443",catherine.delacalzada@gmail.com,,No,No,COD,,,"Walk- In",Professional,Active,---,---
0000000381,Corporate,Professional,"Renergy Dermspa",,Main,"Renergy Dermspa",,,,,No,no,COD,,,"Walk- In",Professional,Active,---,---
0000000382,Corporate,Professional,"Filipina Saquilayan",,Main,"Filipina Saquilayan",,"0917 8817897",,,No,no,COD,,,"Walk- In",Professional,Active,---,---
0000000383,Corporate,Professional,"Optima Nail Art & Beauty Center",,Main,"Optima Nail Art & Beauty Center",,,,,No,no,COD,,,"Walk- In",Professional,Active,---,---
0000000384,Corporate,Professional,"DFI ISLAND RESORTS INC.",No,Main,"Sun Spa Boracay",,893-7293,,,No,No,COD,,,"Walk- In",Professional,Active,---,---
0000000385,Corporate,Professional,"Hilary Chang",,Main,"Hilary Chang",,"0917 8546559",,,No,no,COD,,,"Walk- In",Professional,Active,---,---
0000000386,Corporate,Professional,"Essex Salon & Facial Care Center",,Main,"Essex Salon & Facial Care Center",,"0922 8484886",,,No,yes,COD,,,"Walk- In",Professional,Active,---,---
0000000387,Corporate,Professional,"Neo Net One Center Inc.",No,Main,"Neo Day Spa",,,danica_uson@yahoo.com,,No,No,COD,,,"Walk- In",Professional,Active,---,---
0000000388,Corporate,Professional,"Zhelle Nail Gallery Inc.",,Main,"Zhelle Nail Gallery Inc.",,,krishiabenson@yahoo.com,,No,no,COD,,,"Walk- In",Professional,Active,---,---
0000000389,Corporate,Professional,"Virtu Salon",,Main,"Virtu Salon",,"0920 9529123 / 0928 5024222",mlyusay@yahoo.com,,No,no,COD,,,"Walk- In",Professional,Active,---,---
0000000390,Corporate,Professional,"Beau Modelage Centre",,Main,"Beau Modelage Centre",,,,,No,no,COD,,,"Walk- In",Professional,Active,---,---
0000000391,Corporate,Professional,"Happy Feet",,Main,"Happy Feet",,,,,No,no,COD,,,"Walk- In",Professional,Active,---,---
0000000392,Corporate,Professional,"Philippes Salon",,Main,"Philippes Salon",,,,,No,no,COD,,,"Walk- In",Professional,Active,---,---
0000000393,Corporate,Professional,"FHC-MRT Hair Care Inc.",,Main,"FHC-MRT Hair Care Inc.",,,purchasingcortrustmgt@yahoo.com,,No,no,COD,,,"Walk- In",Professional,Active,---,---
0000000394,Corporate,Professional,"H Salon",,Main,"H Salon",,,,,No,no,COD,,,"Walk- In",Professional,Active,---,---
0000000395,Corporate,Professional,"Body Guidance Spa",,Main,"Body Guidance Spa",,,,,No,no,COD,,,"Walk- In",Professional,Active,---,---
0000000396,Corporate,Professional,"Lañapa Salon",,Main,"Lañapa Salon",,,info@lanapasalon.com,,No,no,COD,,,"Walk- In",Professional,Active,---,---
0000000397,Corporate,Professional,"Angels Wellness Center",,Main,"Angels Wellness Center",,,angel.bernaldo@rsbernaldo,,No,no,COD,,,"Walk- In",Professional,Active,---,---
0000000398,Corporate,Professional,"Beauty Power",,Main,"Beauty Power",,,"no email",,No,no,COD,,,"Walk- In",Professional,Active,---,---
0000000399,Corporate,Professional,"Derma Logica",,Main,"Derma Logica",,,,www.dermalogica.com,No,no,COD,,,"Walk- In",Professional,Active,---,---
0000000400,Corporate,Professional,"Facial World",,Main,"Facial World",,,manuel_nigado@yahoo.com,,No,no,COD,,,"Walk- In",Professional,Active,---,---
0000000401,Corporate,Professional,"New You Hair Asia",,Main,"New You Hair Asia",,"0917 8235366 / 0917 5230806",giselle_lz@yahoo.com,,No,yes,COD,,,"Walk- In",Professional,Active,---,---
0000000402,Corporate,Professional,"Skin Health",,Main,"Skin Health",,,,www.skinhealth.ph,No,no,COD,,,"Walk- In",Professional,Active,---,---
0000000403,Corporate,Professional,"Skin Nutriance Center",,Main,"Skin Nutriance Center",,,skinutriance@yahoo.com,,No,no,COD,,,"Walk- In",Professional,Active,---,---
0000000404,Corporate,Professional,"Skin Perfect Facial Salon",,Main,"Skin Perfect Facial Salon",,,,,No,no,COD,,,"Walk- In",Professional,Active,---,---
0000000405,Corporate,Professional,"Skin Station",,Main,"Skin Station",,"0932 9729666", info@skinstation.ph,,No,no,COD,,,"Walk- In",Professional,Active,---,---
0000000406,Corporate,Professional,"Skin Talk Avenue",,Main,"Skin Talk Avenue",,"0916 3569146",,,No,yes,COD,,,"Walk- In",Professional,Active,---,---
0000000407,Corporate,Professional,"Hair Gloss Salon",,Main,"Hair Gloss Salon",,,techiequintas@yahoo.com,,No,no,COD,,,"Walk- In",Professional,Active,---,---
0000000408,Corporate,Professional,"Euro Hair Design",,Main,"Euro Hair Design",,,europeanhair@yahoo.com,,No,no,COD,,,"Walk- In",Professional,Active,---,---
0000000409,Corporate,Professional,"Arcade Friseur Salon",,Main,"Arcade Friseur Salon",,,btalaw@pldtdsl.net,,No,no,COD,,,"Walk- In",Professional,Active,---,---
0000000410,Corporate,Professional,"Be Beautiful For Him",,Main,"Be Beautiful For Him",,,,,No,no,COD,,,"Walk- In",Professional,Active,---,---
0000000411,Corporate,Professional,"The Blounge Salon",No,Main,"The Blounge",269-894-814-001,"0920 9086474",info.theblounge@gmail.com,http://www.theblounge.net,No,No,"30 days",,,ideliver101,Professional,Active,---,---
0000000412,Corporate,Professional,"Giso Salon",,Main,"Giso Salon",,,,,No,no,COD,,,"Walk- In",Professional,Active,---,---
0000000413,Corporate,Professional,"Brunos Barbers",No,Ortigas,"Brunos Barbers",,,info@brunosbarbers.com,,No,No,COD,,,"Walk- In",Professional,Active,---,---
0000000414,Corporate,Professional,"Brunos Barbers",,Taguig,"Brunos Barbers",,,"no email",,No,yes,COD,,,"Walk- In",Professional,Active,---,---
0000000415,Corporate,Professional,"Brunos Services Corporation",No,Main,"Brunos Barbers",003-675-871-000,,info@brunosbarbers.com,,No,No,COD,,,"Walk- In",Professional,Active,---,---
0000000416,Corporate,Professional,"Brunos Barbers",,Cebu,"Brunos Barbers",,,,,No,yes,COD,,,"Walk- In",Professional,Active,---,---
0000000417,Corporate,Professional,"Clippers and Tippers",,Main,"Clippers and Tippers",,,,,No,no,COD,,,"Walk- In",Professional,Active,---,---
0000000418,Corporate,Professional,"Creations By Lourd Ramos",No,Main,"Creations By Lourd Ramos",,"0908 8977364",luredm@yahoo.com,,No,No,COD,,,"Walk- In",Professional,Active,---,---
0000000419,Corporate,Professional,"Eddie Bruan Hair Designs",,Main,"Eddie Bruan Hair Designs",,,"no email",,No,no,COD,,,"Walk- In",Professional,Active,---,---
0000000420,Corporate,Professional,"Edwin Lisa Salon",No,Main,"Edwin Lisa Salon",912-793-925-000,"0929 7954414 / 0928 7826143  / 0919 2222113",edwinsalon_spa@yahoo.com,,No,No,COD,,,"Walk- In",Professional,Active,---,---
0000000421,Corporate,Professional,"Elevation Salon",,Main,"Elevation Salon",,,phillippessalon@gmail.com,,No,no,COD,,,"Walk- In",Professional,Active,---,---
0000000422,Corporate,Professional,"Essensuals Toni & Guy",,Main,"Essensuals Toni & Guy",,,,,No,no,COD,,,"Walk- In",Professional,Active,---,---
0000000423,Corporate,Professional,"Eugene Erika Salon",,Main,"Eugene Erika Salon",,,,,No,no,COD,,,"Walk- In",Professional,Active,---,---
0000000424,Corporate,Professional,"Exclusive Cut Beauty Salon",,Main,"Exclusive Cut Beauty Salon",,,"no email",,No,no,COD,,,"Walk- In",Professional,Active,---,---
0000000425,Corporate,Professional,"Extreme Makeover Inc.",No,Main,"Hair & Make Up Studio",007-516-709-000,"0917 5012110",liza_timog@yahoo.com/makeover@myhmstudio.net,,No,No,COD,,,"Walk- In",Professional,Active,---,---
0000000426,Corporate,Professional,"Hair Lounge Salon",No,Main,"Hair Lounge Salon",," (02) 2393702, (02) 6248444, 09178084848",,,No,No,COD,,,"Walk- In",Professional,Active,---,---
0000000427,Corporate,Professional,"Hair Match Salon",,Main,"Hair Match Salon",,,,,No,no,COD,,,"Walk- In",Professional,Active,---,---
0000000428,Corporate,Professional,"Kerastase Institute by Salon ESA",No,Main,"Prima E Dopo Salon Inc.",234-750-869-000,"0917 5018422",kerastase.salon.esa@gmail.com,http://salonesa.ph/index.html,No,No,"30 days",,,ideliver101,Professional,Active,---,---
0000000429,Corporate,Professional,"Hair Works Salon",,Main,"Hair Works Salon",,,hairworks@yahoo.com,,No,no,COD,,,"Walk- In",Professional,Active,---,---
0000000430,Corporate,Professional,"Hygiea Salon",,Main,"Hygiea Salon",,,,,No,no,COD,,,"Walk- In",Professional,Active,---,---
0000000431,Corporate,Professional,"Index Hair & Body Salon  Head Office",,Main,"Index Hair & Body Salon  Head Office",,,index_hairbody_salon@yahoo.com,,No,no,COD,,,"Walk- In",Professional,Active,---,---
0000000432,Corporate,Professional,"G & J Salon Inc.",No,Main,"Lucy Britanico Salon",,"0922 8906774",,,No,No,COD,,,"Walk- In",Professional,Active,---,---
0000000433,Corporate,Professional,"Maris Salon",No,Main,"Maris Salon",,"0922 8492455",maris11delosreyes@yahoo.com,,No,No,COD,,,"Walk- In",Professional,Active,---,---
0000000434,Corporate,Professional,"Myneths Salon",,Main,"Myneths Salon",,,,,No,no,COD,,,"Walk- In",Professional,Active,---,---
0000000435,Corporate,Professional,"Myrna Farinas Salon",,Main,"Myrna Farinas Salon",,"0916 5288437 / 0906 2916305",myrnafarinassalon@yahoo.com,,No,no,COD,,,"Walk- In",Professional,Active,---,---
0000000436,Corporate,Professional,"Oh Kay Salon",,Main,"Oh Kay Salon",,,,,No,no,COD,,,"Walk- In",Professional,Active,---,---
0000000437,Corporate,Professional,"Paradigm Salon",,Main,"Paradigm Salon",,,,www.salondemanila.com,No,no,COD,,,"Walk- In",Professional,Active,---,---
0000000438,Corporate,Professional,"Park Juns Beauty Lab",,Main,"Park Juns Beauty Lab",,,,www.parkjun.com,No,no,COD,,,"Walk- In",Professional,Active,---,---
0000000439,Corporate,Professional,"Peak Salon",,Main,"Peak Salon",,,,,No,no,COD,,,"Walk- In",Professional,Active,---,---
0000000440,Corporate,Professional,"Piandre Salon for Men & Women",,Main,"Piandre Salon for Men & Women",,,,www.piandre.com,No,no,COD,,,"Walk- In",Professional,Active,---,---
0000000441,Corporate,Professional,"Salon for Men and Women",No,Main,"Salon for Men and Women",,,"no email",,No,No,COD,,,"Walk- In",Professional,Active,---,---
0000000442,Corporate,Professional,"Simon Kim Hair Salon",,Main,"Simon Kim Hair Salon",,"0905 4131920",,,No,no,COD,,,"Walk- In",Professional,Active,---,---
0000000443,Corporate,Professional,"Tony and Jackey",,Main,"Tony and Jackey",,"0906 3659155",toandj_cebu@yahoo.com,,No,no,COD,,,"Walk- In",Professional,Active,---,---
0000000444,Corporate,Professional,"Triple 7 Salon",,Main,"Triple 7 Salon",,,,,No,no,COD,,,"Walk- In",Professional,Active,---,---
0000000445,Corporate,Professional,"Natural Hype",,Main,"Natural Hype",,,,,No,no,COD,,,"Walk- In",Professional,Active,---,---
0000000446,Corporate,Professional,"Sei Salon",,Main,"Sei Salon",,,,,No,no,COD,,,"Walk- In",Professional,Active,---,---
0000000447,Corporate,Professional,"Jing Monis Salon",,Main,"Jing Monis Salon",,,,,No,no,COD,,,"Walk- In",Professional,Active,---,---
0000000448,Corporate,Professional,"Jing Monis Salon",,"Alabang Branch","Jing Monis Salon",,,,,No,no,COD,,,"Walk- In",Professional,Active,---,---
0000000449,Corporate,Professional,"Josefina Salon",,Main,"Josefina Salon",,,"no email",,No,no,COD,,,"Walk- In",Professional,Active,---,---
0000000450,Corporate,Professional,"Chez Victoria Salon",,Main,"Chez Victoria Salon",,"0927 3219154",chezvictoria@facebook,,No,no,COD,,,"Walk- In",Professional,Active,---,---
0000000451,Corporate,Professional,"Edge Salon",,Main,"Edge Salon",,"0927 5028664",mayeth_cabrera@yahoo.com,,No,no,COD,,,"Walk- In",Professional,Active,---,---
0000000452,Corporate,Professional,"Groom Pad",,Main,"Groom Pad",,,,,No,no,COD,,,"Walk- In",Professional,Active,---,---
0000000453,Corporate,Professional,"H & M Hair and Make Up Studio",,Main,"H & M Hair and Make Up Studio",,"0917 8365333",makeover@myhmstudio.net,,No,no,COD,,,"Walk- In",Professional,Active,---,---
0000000454,Corporate,Professional,"Hair by Tony and Jackie",,Main,"Hair by Tony and Jackie",,,"no email",,No,no,COD,,,"Walk- In",Professional,Active,---,---
0000000455,Corporate,Professional,"LCHP Inc.",No,Podium,"Hairshaft Salon",,,,,No,No,COD,,,"Walk- In",Professional,Active,---,---
0000000456,Corporate,Professional,"Lordcare Corporation",No,"Bonifacio Global City","Hairshaft Salon",,,chicvalenciano@yahoo.com,,No,No,COD,,,"Walk- In",Professional,Active,---,---
0000000457,Corporate,Professional,"Tinette & Co. Salon",No,Main,"Humphrey Holdings, Inc.",,856-9806,tinetteco@yahoo.com,https://www.facebook.com/tinetteco/info,No,No,"30 days",,,ideliver101,Professional,Active,---,---
0000000458,Corporate,Professional,"IG Hygea Hair and Body Salon",,Main,"IG Hygea Hair and Body Salon",,,"no email",,No,no,COD,,,"Walk- In",Professional,Active,---,---
0000000459,Corporate,Professional,"Kevins Cut",,Main,"Kevins Cut",,,leacuaderna@yahoo.com,,No,no,COD,,,"Walk- In",Professional,Active,---,---
0000000460,Corporate,Professional,"Kevins Cut",,"Ayala MRT","Kevins Cut",,,muebles_pacific.net.ph,,No,no,COD,,,"Walk- In",Professional,Active,---,---
0000000461,Corporate,Professional,"LMC Boutique and Beauty Salon",,Main,"LMC Boutique and Beauty Salon",,,,,No,no,COD,,,"Walk- In",Professional,Active,---,---
0000000462,Corporate,Professional,"Louis Philip Kee Salon",,Main,"Louis Philip Kee Salon",,"0909 7884105",Louiskee2001@yahoo.com,,No,yes,COD,,,"Walk- In",Professional,Active,---,---
0000000463,Corporate,Professional,"Maru Palad",,Main,"Maru Palad",,"0906 8416205",edelbertopalad@yahoo.com,,No,no,COD,,,"Walk- In",Professional,Active,---,---
0000000464,Corporate,Professional,"COMPANIA DE LSL INC.",No,Rada,"Menage Salon",007-120-719-001,"0917 5129110",,,Yes,No,COD,,,"Walk- In",Professional,Active,---,---
0000000465,Corporate,Professional,"Natural Woman Beauty Salon & Day Spa",,Main,"Natural Woman Beauty Salon & Day Spa",,"0916 2665562","no email",,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000466,Corporate,Professional,"Piandre Salon",,"Ayala Avenue","Piandre Salon",,,,www.piandresaloninc.com,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000467,Corporate,Professional,"Piandre Salon for Men & Women",,Legaspi,"Piandre Salon for Men & Women",,,,www.piandre.com,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000468,Corporate,Professional,"Rainbow Hair Salon and Spa",,Main,"Rainbow Hair Salon and Spa",,,,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000469,Corporate,Professional,"RO2 Beauty & Wellness Center",,Main,"RO2 Beauty & Wellness Center",,"0922 2360928",,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000470,Corporate,Professional,"Salon @ Hampton",,Main,"Salon @ Hampton",,"0922 8963384",,,no,yes,COD,,,"Walk- In",Professional,Active,---,---
0000000471,Corporate,Professional,"Salon De San Lorenzo",,Main,"Salon De San Lorenzo",,"0923 8204291",krisfajardo@yahoo.com,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000472,Corporate,Professional,"Salon Prive",,Main,"Salon Prive",,"0917 53505254",sherleyesperas@yahoo.com,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000473,Corporate,Professional,"You Hair and Body Salon",,Main,"You Hair and Body Salon",,"0928 3520700",,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000474,Corporate,Professional,"Diana Kwong Make Up and Design Salon",,Main,"Diana Kwong Make Up and Design Salon",,"0917 8133734",,www.dianakwong.net,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000475,Corporate,Professional,"Studio 119 Salon for Men and Women",,Main,"Studio 119 Salon for Men and Women",,"0905 4249909",STUDIO119SALON@yahoo.com,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000476,Corporate,Professional,"Hair Philosophy",No,Main,"Hair Philosophie",,"0917 5717717",,,No,No,COD,,,"Walk- In",Professional,Active,---,---
0000000477,Corporate,Professional,"Fab Salon",,Main,"Fab Salon",,,info@fabsalon.ph,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000478,Corporate,Professional,"Henri Calayag Salon",No,Main,"Henri Calayag Salon",,"0920 9181880",henricalayag_salon@yahoo.com,,No,No,COD,,,"Walk- In",JUL2014PROMO,Active,---,---
0000000479,Corporate,Professional,"B & W Beaute Salon",,Main,"B & W Beaute Salon",,"0939 8181263",wengtdiaz@yahoo.com.ph,,no,yes,COD,,,"Walk- In",Professional,Active,---,---
0000000480,Corporate,Professional,"Straight and Smooth Salon",,Main,"Straight and Smooth Salon",,,,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000481,Corporate,Professional,"Akira Hair and Make Up Studio",,Main,"Akira Hair and Make Up Studio",,,info@akira-hairmake.com,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000482,Corporate,Professional,"Beauty Brick Hair Art Salon",,Main,"Beauty Brick Hair Art Salon",,"0917 5200044",,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000483,Corporate,Professional,"Belle Cat and Co. Nail Care and Wax Salon",No,Main,"Belle and Cat Nail and Wax Studio",,"0917 8516608",bellecat.studio@gmail.com,,No,No,COD,,,"Walk- In",Professional,Active,---,---
0000000484,Corporate,Professional,"Dashing Diva",,Main,"Dashing Diva",,,,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000485,Corporate,Professional,Enza,,Main,Enza,,,,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000486,Corporate,Professional,"Klassy Klaws Hand and Foot Spa",,Main,"Klassy Klaws Hand and Foot Spa",,"0917 8683592",klassyklaws@gmail.com,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000487,Corporate,Professional,"Nail It",,Main,"Nail It",,,,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000488,Corporate,Professional,"Nail Nature",,Main,"Nail Nature",,,,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000489,Corporate,Professional,"Oceana Nail Club",No,Main,"Asian Cosmetic Dental Group",,"0917 53055989","osoriopm@yahoo.com and oceananailclub@gmail.com",,No,No,COD,,,ideliver101,Professional,Active,---,---
0000000490,Corporate,Professional,"Pacific Nail Care Salon",,Main,"Pacific Nail Care Salon",,"0916 5808308",pacificnails@yahoo.com,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000491,Corporate,Professional,"Verdance Nail Salon",,Main,"Verdance Nail Salon",,"0922 8734441",jerinady@yahoo.com,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000492,Corporate,Professional,"Diva Nail Salon",,Main,"Diva Nail Salon",,"0920 9471191",aimeecuti@yahoo.com,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000493,Corporate,Professional,"Dutchess Haven Salon",,Main,"Dutchess Haven Salon",,"0917 5855079",,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000494,Corporate,Professional,"Foot and Hand Care",,Main,"Foot and Hand Care",,,,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000495,Corporate,Professional,"Footloose International, Inc.",,Main,"Footloose International, Inc.",,"0917 8107008",footlooseinternationalinc@yahoo.com,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000496,Corporate,Professional,"Green Nature",,Main,"Green Nature",,"0918 5885109",,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000497,Corporate,Professional,"Luxe Spa",,Main,"Luxe Spa",,,,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000498,Corporate,Professional,"Green Goodness Inc",No,Main,"Manos Nail Lounge",,"0917 8390210",info@ManosNailLounge.com,,No,No,COD,,,"Walk- In",Professional,blocked,---,---
0000000499,Corporate,Professional,"Nail Republik",,Main,"Nail Republik",,,,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000500,Corporate,Professional,"Nail Spa",,Legaspi,"Nail Spa",,,gamboa.nailspa@yahoo.com,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000501,Corporate,Professional,"Nail Spa",,EDSA,"Nail Spa",,,gamboa.nailspa@yahoo.com,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000502,Corporate,Professional,"Nicer Nails Nail Salon",,Main,"Nicer Nails Nail Salon",,,,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000503,Corporate,Professional,"Big Apple Express",,Main,"Big Apple Express",,"0922 8242775",,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000504,Corporate,Professional,"Blue Mountains Spa",,Main,"Blue Mountains Spa",,"0918 9025212 / 0915 5453550",,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000505,Corporate,Professional,"Blue Water Day Spa",,Main,"Blue Water Day Spa",,,,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000506,Corporate,Professional,"Blue Water Day Spa",No,Eastwood,"Blue Water Day Spa",,"915-1247 / 702-8290",bluewatereastwood@yahoo.com,,No,No,"30 days",,,ideliver101,Professional,Active,---,---
0000000507,Corporate,Professional,"Brazilian Bare Salon",,Main,"Brazilian Bare Salon",,"0922 4448498",gutas_3.boys@yahoo.com,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000508,Corporate,Professional,"Felicity Skin Care & Spa",,Main,"Felicity Skin Care & Spa",,,felicity_lauryn@yahoo.com,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000509,Corporate,Professional,"Foot Options",,Main,"Foot Options",,,rowenamusico@yahoo.com,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000510,Corporate,Professional,"Formosa Spa",,Main,"Formosa Spa",,,,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000511,Corporate,Professional,"Fresh Day Spa",,Main,"Fresh Day Spa",,,,,no,no,COD,,,"Walk- In",Professional,Active,---,---
